number,specname
5260,MOCOCH2O2
5261,ETHFORMO2
5262,C7EDCCO
5263,C55O2
5264,HOC3H6CHO
5265,C65O2
5266,IEACO3
5267,C4DBM2CO3
5268,C64O2
5269,NC524O2
5270,TM135MUCO2
5271,EPXMALKT
5272,MBOAO2
5273,C924O2
5274,C98O2
5275,MTBEAALCO3
5276,IPRFORMO2
5277,MVKOHAO2
5278,C43NO34O2
5279,EOX2EOLBO2
5280,HEX2ONAO2
5281,CO25C73O2
5282,CL12CO3
5283,C133O2
5284,CO25C74O2
5285,C134O2
5286,MIBKBO2
5287,GLYOOA
5288,H2M2C65O2
5289,C66NO35O2
5290,C614O2
5291,M3HEXAO2
5292,HO12CO3C4
5293,IBUTALBO2
5294,HNMVKO2
5295,ME3BUOLO2
5296,C51NO32O2
5297,C6OH5O2
5298,HIEB1O2
5299,C109O2
5300,C6NO3CO5O2
5301,HEX3ONAO2
5302,PHENO
5303,C72O2
5304,C6EO2OHCO3
5305,PE1ENEAO2
5306,M2PECO2
5307,NMBOAO2
5308,BU1ENO3O2
5309,DICLETO2
5310,C64OH5O2
5311,C65OH4O2
5312,PBENZOLO
5313,ISOPBNO3
5314,C537O2
5315,C7M15CO2O2
5316,HMVKBCO3
5317,NPETOL1O
5318,CO2M3C4CO3
5319,T124CAT1O
5320,NMETOL1O
5321,BUTALAO2
5322,C715CO2O2
5323,C61O2
5324,C7BDCO2
5325,ME2BUOLO2
5326,C1014O2
5327,NPXYOL1O
5328,C87CO3
5329,NOETOL1O
5330,C4CHOAO2
5331,C732CO3
5332,C617CO3
5333,EPXMKTCO3
5334,PROPALO2
5335,C815CO2O2
5336,C820O2
5337,C823CO3
5338,HO3C5CHO
5339,EPXEKTCO3
5340,C46CO3
5341,EPXALMKT
5342,EPXMDLCO3
5343,OETLMUCCO3
5344,T123CAT1O
5345,CO25C6CO3
5346,BZEMUCCO3
5347,NDNT124LO2
5348,H2M2C4CO3
5349,C512CO3
5350,C141OO
5351,C520O2
5352,IPBFUONE
5353,NDNT123LO2
5354,C3MCODBCO3
5355,H3C25C6CO3
5356,C137CO3
5357,C828CO3
5358,PXYMUCCO3
5359,C5CO34CO3
5360,PETLMUCCO3
5361,NOXYOL1O
5362,DETLMUCO3
5363,CH3SOO2
5364,DMEBMUCO3
5365,C5124COCO3
5366,NMXYOL1O
5367,CH3COCO2H
5368,C5CODBCO2H
5369,HOBUT2CO3
5370,INAHCO3
5371,INAHPCO3
5372,C6H5CO3
5373,C6H5O2
5374,BUT2CO3
5375,CO14O3CHO
5376,H2M3C4CO3
5377,IC4CHOAO2
5378,C6OTKETO2
5379,TLEMUCCO3
5380,NBUTOLAO2
5381,C3COCCO3
5382,C1211CO3
5383,MIBKHO4O2
5384,C32OH13CO
5385,C7EDCO2
5386,C57AO2
5387,EBZMUCO2
5388,PXYMUCO2
5389,CH2OHCCLO2
5390,MXYMUCO2
5391,OXYMUCO2
5392,METLMUCO2
5393,C145O2
5394,M2PEAO2
5395,C6DIALO2
5396,C69O2
5397,BUTALO2
5398,C4OCCOHCO2
5399,CO1H63O2
5400,C3COCCHO
5401,C535O2
5402,C63NO32O2
5403,DMKOHO2
5404,C93O2
5405,C42O2
5406,MTBEBCO3
5407,MOXYCOCHO
5408,METHACETO2
5409,OETLMUCO2
5410,C4ECO2O2
5411,CO23C5
5412,H2M5C65O2
5413,C52NO33O2
5414,C6CONO34O2
5415,TLEMUCO2
5416,EPXC4DIAL
5417,BZEMUCO2
5418,CO3C4NO3O2
5419,C4M3NO31O2
5420,C63O2
5421,C82O2
5422,PETLMUCO2
5423,CO3H4CHO
5424,EPXMC4DIAL
5425,HO1CO3C4O2
5426,M3PEAO2
5427,C123O2
5428,C6H13CHO
5429,C610O2
5430,C113O2
5431,C103O2
5432,EIPK
5433,CNO3CLO2
5434,CCLOHCHO
5435,CHOCL
5436,EPXDLCO3
5437,IBUTALCO2
5438,HO2C43CHO
5439,EPXM2DLCO3
5440,C146O2
5441,C144O2
5442,C527O2
5443,ACCOCOMEO2
5444,C533O2
5445,BCLKAO2
5446,ACLOO
5447,IC4H9O2
5448,C517CO3
5449,INB1NACO3
5450,C536O2
5451,C127O2
5452,BCLKBO2
5453,OXYOLO
5454,CH2OOF
5455,C5H11CO3
5456,INB1NBCO3
5457,C117O2
5458,C3DIALO2
5459,CO356OCO2
5460,BCALBO2
5461,BCALAO2
5462,DHPMPAL
5463,NC41OO
5464,C312COCO3
5465,OETOLO
5466,C4DBMECO3
5467,CH3CCH3OO
5468,SO3
5469,BCKBOO
5470,BCKAOO
5471,NAOO
5472,TLFUONOO
5473,NC2OO
5474,CH3SO2O2
5475,BCBOCOO
5476,MEK2OO
5477,BCALCO2
5478,ETOC2O2
5479,EOX2MECO3
5480,H2M3CO5C6
5481,CO24C5
5482,LMKBOO
5483,C522CO3
5484,PETOLO
5485,NEBNZ1O
5486,C920CO3
5487,PBZMUCCO3
5488,EPXEALKT
5489,CHOC2H4O2
5490,INANCOCO3
5491,HCOCO3H
5492,NORLIMAL
5493,OXYMUCCO3
5494,MVKO2
5495,MXYFUONE
5496,C714O2
5497,CYHEXOLAO2
5498,EOCOCH2O2
5499,ME3BU3ECHO
5500,MACROHO2
5501,HEX2ONBO2
5502,MNO3COC4O2
5503,C4NO32M1O2
5504,C9M2CO6O2
5505,C61CHO
5506,C712O2
5507,NT123L1O
5508,ISOPCOOH
5509,COHM2CO3
5510,HCOCO2H
5511,NCRES1O
5512,NPBNZ1O
5513,NIPBNZ1O
5514,C4MOHOCO3
5515,CO24C63O2
5516,CO234C6
5517,C47CO3
5518,M2BUOL2O2
5519,C31CO3
5520,EBZMUCCO3
5521,ACROO
5522,M33C3CO3
5523,C629O2
5524,C618CO3
5525,HM22C3CHO
5526,MPRBNO3O2
5527,HC4ACO3
5528,C6134CO2OH
5529,C54O2
5530,NT124L1O
5531,PE2ENEBO2
5532,C5DICARBO2
5533,MIBKAOHAO2
5534,C6CO3OH5O2
5535,MEBFUONE
5536,C62CHO
5537,C5NO3COAO2
5538,TM135MUCO3
5539,C929O2
5540,IPBZMUCCO3
5541,HEPTO2
5542,C23O3CCO3
5543,HO24C5O2
5544,HMGLOO
5545,HMACO3
5546,C52O2
5547,ACETETCHO
5548,CO2M33CO3
5549,M3FOO
5550,BZFUONOO
5551,C53NO32O2
5552,ISOPDNO3
5553,TM124MUCO2
5554,H3C2C4CO3
5555,HM33C3O2
5556,C729CO3
5557,MALDIALCO3
5558,C4M2ALOHO2
5559,C817CO3
5560,C5O45OHCO3
5561,LIMBOO
5562,C5OH2CO4O2
5563,C827CO3
5564,HO2C4CO3
5565,IPRCHOO
5566,TBUTCO3
5567,NC4H9CHOO
5568,MPRKAO2
5569,H13CO2CHO
5570,C830CO3
5571,C6H13CO3
5572,CO1M22CO3
5573,C615CO3
5574,HO3C5CO3
5575,DIEKAO2
5576,NPHEN1O
5577,C23O3MO2
5578,A2PANOO
5579,MIPKAO2
5580,CHOPRNO3
5581,C511CO3
5582,EPXKTMCO3
5583,CO23C65O2
5584,H3M3C4CO3
5585,C5HPALD1
5586,HO5C5CHO
5587,NBUTOLBO2
5588,BCKSZOO
5589,C62NO33O2
5590,PBZMUCO2
5591,C65NO36O2
5592,M3HEXBO2
5593,ETBEACO3
5594,C4M3NO32O2
5595,EIPKBO2
5596,C6DICARBO2
5597,CY6DIONO2
5598,PECO2
5599,HO2CO4C5O2
5600,M23C4O2
5601,IPEBO2
5602,C826CO3O2
5603,H3M3C5CO3
5604,PROL11MO2
5605,C77O2
5606,MC6CO2O2
5607,C920O2
5608,C7CO2M5O2
5609,MMALANHYO2
5610,C512O2
5611,EBFUONE
5612,C7ADCCO3
5613,C628O2
5614,HC4CCO3
5615,PBFUONE
5616,C6M5CO2O2
5617,MC4CODBCO3
5618,MACROO
5619,C4COMOH3O2
5620,C58O2
5621,MXYMUCCO3
5622,H13M3C5O2
5623,CO235C5CHO
5624,C7M6CO2O2
5625,PE4E2CO
5626,BIACET
5627,C23O3MCO3
5628,C6DIAL
5629,C1H4C5CO3
5630,MACRNBCO3
5631,INCO2
5632,NOA
5633,C4NO3COO2
5634,C4CONO3O2
5635,CH3CHOHCO3
5636,C66O2
5637,MBOOO
5638,C6COCHOCO3
5639,NORPINAL
5640,NAPINBO2
5641,PXYFUONE
5642,IBUDIALCO3
5643,APINBOO
5644,MECOACETO2
5645,MEKAOH
5646,C89CO3
5647,IC7DCCO3
5648,IPRGLYOX
5649,C4CO2O2
5650,C23O3EO2
5651,OCCOHCO2
5652,C131CO3
5653,PHCHOO
5654,C7DCCO3
5655,PGLYOX
5656,CHCLOO
5657,CO24C4CHO
5658,C7DDCCO3
5659,C2H5CHOO
5660,CO2C3OO
5661,C518CO3
5662,C3H7CHOO
5663,CO235C6CO3
5664,C822CO3
5665,CH3CHOO
5666,MACRO2
5667,CO3H4CO3
5668,C78O2
5669,C6H5O
5670,OXYBIPERO
5671,BZFUONE
5672,HOIPRCO3
5673,C4H9CO3
5674,CHOC4OHO2
5675,INANO3
5676,C4MCO2O2
5677,TM123BPRO
5678,C131O2
5679,C618O2
5680,PROL1MCHO
5681,C3M3OH2CHO
5682,HO2C54CO3
5683,HOC3H6CO3
5684,HO3C4CHO
5685,ACO3
5686,C7M2CO5O2
5687,CO3C5CO3
5688,TLFUONE
5689,HMVKANO3
5690,C141CO2H
5691,TM124MUCO3
5692,HEX3ONDO2
5693,C52NO31O2
5694,TM123MUCO2
5695,M2PEBO2
5696,HO2C54CHO
5697,C5HPALD2
5698,C3MDIALO2
5699,NEOPO2
5700,TC4H9O2
5701,C816CO3
5702,C816O2
5703,C5CO14O2
5704,C23O3ECO3
5705,C67CO3
5706,C827CHO
5707,CO2C54CO3
5708,C926O2
5709,C6DCARBBO2
5710,C4MCODBCO3
5711,C6CODIAL
5712,BCAOO
5713,C136CO3
5714,MC3CODBCO3
5715,HO1C3O2
5716,C54CO3
5717,CO23C54O2
5718,M2C43CO3
5719,C8M2CO6O2
5720,CO2MC5OH
5721,CO24C53O2
5722,CHOC2CO3
5723,IBUTALOH
5724,BUT2OLO2
5725,HO2C43CO3
5726,IPGLOO
5727,ISOPANO3
5728,C126CO3
5729,GAOO
5730,PGLOO
5731,MMALNACO3
5732,C4OHCHO
5733,MMALNBCO3
5734,HMVKBO2
5735,ACCOMECHO
5736,C731CO3
5737,HMACR
5738,HOCH2COCHO
5739,C811CO3
5740,CO2C43CHO
5741,C136O2
5742,INDO2
5743,C147O2
5744,C58AO2
5745,H3C25C6O2
5746,HMVKAO2
5747,ME3BU2OLO2
5748,TM124BPRO
5749,C5CO234
5750,MIBKAO2
5751,C4DBDIKET
5752,HCOCOHCO3
5753,C96CO3
5754,MACRNOO
5755,BUT2CHO
5756,C624CO3
5757,M22C43O2
5758,DDECO2
5759,MALDIAL
5760,HC3CHO
5761,MALANHYO2
5762,NC3CHO
5763,C622CO3
5764,HO2C3CHO
5765,C1210CO3
5766,C519CO3
5767,HOIPRCHO
5768,NONO2
5769,MC5DICARB
5770,INB1O2
5771,C617CHO
5772,IBUTOLBO2
5773,CO235C6
5774,C116CO3
5775,C7DICARB
5776,HO3C3CHO
5777,IC7DICARB
5778,C729CHO
5779,CHOC3COCO3
5780,M2PEDO2
5781,H2M2C3CHO
5782,EGLYOO
5783,C57NO3CO3
5784,M22C4O2
5785,HM22CO3
5786,CYHXONAO2
5787,CO13C4CHO
5788,BIACETOH
5789,C626CO3
5790,C517CHO
5791,C626CHO
5792,C5MDICARB
5793,CO2H3CO3
5794,NC4CHO
5795,CH3CHOHCHO
5796,MVKOH
5797,PE1ENEBO2
5798,BCBOO
5799,CO2C4CHO
5800,C141CO3
5801,C524O2
5802,C927O2
5803,IPRCO3
5804,MGLOO
5805,C7EDICARB
5806,CO23C4CHO
5807,UDECO2
5808,HEXAO2
5809,CO3C4CHO
5810,HO1CO4C6
5811,M3PEBO2
5812,CO2M3C5OH
5813,H2M3C4CHO
5814,SC4H9O2
5815,MIPKBO2
5816,C829O2
5817,CO24C6
5818,C1210O2
5819,HO5C6O2
5820,IC3H7O2
5821,DECO2
5822,HO3C76O2
5823,CO3C4CO3
5824,HO3C4CO3
5825,C923CO3
5826,C3H7CO3
5827,C148O2
5828,M3F
5829,C6DICARB
5830,EGLYOX
5831,C41CO3
5832,C51O2
5833,C5DICARB
5834,C5PACALD2
5835,C5PACALD1
5836,C7DDICARB
5837,CONM2CO3
5838,C4CODIAL
5839,ISOP34O2
5840,LIMKET
5841,C727CO3
5842,HO3C4O2
5843,MGLYOO
5844,HO2C54O2
5845,MEKBO2
5846,H2M3C4O2
5847,HYPROPO2
5848,C2H5O2
5849,C3MDIALOH
5850,NO3CH2CO3
5851,INB2O2
5852,MACRNCO3
5853,HM33C3CO3
5854,IPECO2
5855,C928CO3
5856,C716OH
5857,CO23C4CO3
5858,OCTO2
5859,DIEKBO2
5860,M33C4O2
5861,TBUTOLO2
5862,M2HEXAO2
5863,IPEAO2
5864,MEKCO2
5865,HO3C5O2
5866,HEXBO2
5867,HO2C4O2
5868,H2M4C65O2
5869,CO2C54O2
5870,HO2C3CO3
5871,HMVKBCHO
5872,HO2M2C4O2
5873,CO2C3CO3
5874,C58NO3CO3
5875,GLYOO
5876,CH3COCO3
5877,INAO2
5878,C57O2
5879,C624CHO
5880,MACO3
5881,HOC2H4CHO
5882,C5H11CHO
5883,C2H5CO3
5884,C59O2
5885,HCOCH2CHO
5886,LMLKET
5887,NO3CH2CHO
5888,CHEXO2
5889,PEAO2
5890,C2H5CHO
5891,IPROPOLO2
5892,PEBO2
5893,ISOPCNO3
5894,CO2C4CO3
5895,HOCH2CH2O2
5896,BIACETO2
5897,C96O2
5898,C126CHO
5899,C622CHO
5900,C518CHO
5901,ACETOL
5902,C141O2
5903,NC4H9O2
5904,C817O2
5905,NC3H7O2
5906,H2M2C3CO3
5907,NOPINONE
5908,HCOCH2CO3
5909,HC4ACHO
5910,HOC2H4CO3
5911,CO2C3CHO
5912,CH2OO
5913,CISOPCO2
5914,ISOPCO2
5915,CO23C3CHO
5916,C4MDIAL
5917,CO2H3CHO
5918,CISOPAO2
5919,ISOPAO2
5920,ISOPBO2
5921,HC4CCHO
5922,MACRNO3
5923,HCOCO3
5924,MGLYOX
5925,ISOPDO2
5926,PINAL
5927,MVKNO3
5928,MVK
5929,HCOCH2O2
5930,GLYOX
5931,CL
5932,HOCH2CO3
5933,LIMAL
5934,C923O2
5935,HOCH2CHO
5936,MEKAO2
5937,C116CHO
5938,CH3COCH2O2
5939,C3ME3CHOO2
5940,CH3CO3
5941,C1011CO3
5942,IPRHOCO3
5943,C132O2
5944,BCLKET
5945,BCAL
5946,BCKET
